Province,Mean_Bawang_Putih_Bonggol,Mean_Cabai_Merah_Keriting,Mean_Daging_Ayam_Ras,Mean_Daging_Sapi_Murni,Mean_Tepung_Terigu_Curah,Mean_bawang_merah,Mean_beras_medium,Mean_beras_premium,Mean_gula,Mean_telur_ayam,Std_Bawang_Putih_Bonggol,Std_Cabai_Merah_Keriting,Std_Daging_Ayam_Ras,Std_Daging_Sapi_Murni,Std_Tepung_Terigu_Curah,Std_bawang_merah,Std_beras_medium,Std_beras_premium,Std_gula,Std_telur_ayam,CV_Bawang_Putih_Bonggol,CV_Cabai_Merah_Keriting,CV_Daging_Ayam_Ras,CV_Daging_Sapi_Murni,CV_Tepung_Terigu_Curah,CV_bawang_merah,CV_beras_medium,CV_beras_premium,CV_gula,CV_telur_ayam,Min_Bawang_Putih_Bonggol,Min_Cabai_Merah_Keriting,Min_Daging_Ayam_Ras,Min_Daging_Sapi_Murni,Min_Tepung_Terigu_Curah,Min_bawang_merah,Min_beras_medium,Min_beras_premium,Min_gula,Min_telur_ayam,Max_Bawang_Putih_Bonggol,Max_Cabai_Merah_Keriting,Max_Daging_Ayam_Ras,Max_Daging_Sapi_Murni,Max_Tepung_Terigu_Curah,Max_bawang_merah,Max_beras_medium,Max_beras_premium,Max_gula,Max_telur_ayam
Jawa Timur,-1.2285623518642699,-1.0066184704442427,-0.5628499806962228,-1.7140665378956412,-1.0449182174666694,-0.9461687340928002,-1.1874977729882603,-0.9453633217936086,-1.7489733174282633,-0.8572565260780434,0.39922094720383844,0.38530352035436455,0.38480038954427526,-0.65688312643618,-0.20190972544161848,0.46263945662639244,-0.8623336738718758,-0.15125014568348433,0.26211337401842555,0.39458784277227765,1.4289888529060073,0.9543954412498112,0.4892239587196187,-0.4673074177615853,0.15291144626740116,1.1962455616879382,-0.4714552421499766,0.21017578612549817,1.3754942484925463,1.0335144893048156,-1.3111005176851094,-0.8212046173387697,-0.48802655644700377,-1.5684341777063584,-0.8583779784450021,-0.7795260711753427,-0.7263362788564063,-0.762442103358996,-1.7812030041208904,-1.168032818387474,-1.3750681038000807,-0.5762407293620468,-0.7166784346293209,-1.4021735589181301,-0.9407105677217843,-0.14312973535919413,-1.90530767748991,-1.1257294149161652,-1.3216863214935641,-0.7138780061102729
Kalimantan Barat,-0.39456479229382574,0.8317124242986834,1.0544948018555134,1.446425458579379,0.716209372584425,0.038804741639858545,1.0136175418697209,0.9838499181601622,0.015588109564662323,0.37434589329838003,0.5143834485997212,-1.8705834363901566,0.35222943979949617,0.7719889399053624,0.028163713625133285,-0.29949592906106715,-0.7370795737102338,-0.4541753013784187,-0.1533735950337275,-0.1175248673449389,0.5886052084708676,-1.7962037698177342,-0.20973546344247623,0.5747290364048764,-0.19202764787871637,-0.3679379631699187,-0.9194378437587131,-0.7439894920231924,-0.17976038811110337,-0.3505770543749191,-0.45341356542915096,1.4584791151933072,0.8453662720259971,1.3870477858356831,0.9540570524754978,0.21513834377333388,1.4294614996979174,1.2232139292695567,-0.1431689069400567,0.3182037672547051,-0.5456167799351588,-1.023053265089432,0.8937992979521018,1.2868915700308674,0.0075635020520348805,0.24255091188678887,0.09482637288889942,0.6378972509726386,-0.3430686008276305,0.2159185049927588
Kalimantan Selatan,-0.601265503713989,0.09534969457870682,-0.591802165635661,1.0179256411225772,-0.9048858995983238,-0.47235922924956847,0.05794961304293588,1.7429763694099603,-0.5964485122179067,-0.0032797012772824447,0.20184678122894664,-0.01902100923839826,0.6162504391379169,2.5110948281918146,-0.2022692085613873,0.6364128497309332,-2.3784610860843842,-1.3967635994633258,0.31367388261366413,0.008489876122773138,0.5734397981008,-0.19584977128554926,0.7059918933439551,2.446555819198912,0.09851334683985878,0.7682205363704204,-2.109753648066144,-1.6107699852233106,0.6759180172450887,-0.0018885137911409495,-0.49396614000390077,-0.43817422409233003,-1.2543887626520958,0.16121064397490692,-1.3811957758259155,-0.5704466887440907,0.5632927493859125,1.522522375364302,-0.8076544369285081,-0.15170927085274857,-0.5029348936299313,-0.29652881675222054,0.33654056695506973,2.193730297727118,-0.8603483584189183,0.8303477464237048,-0.9301179414843214,2.2784801959854795,-0.1552530786796231,-0.115160423267809
Kalimantan Tengah,0.03320073511488232,1.6736136283709682,1.0236585028891911,1.5867314107890362,-0.052039877865889116,0.13114144169742326,0.6808053743789669,1.5051338087824053,0.09864168308243826,0.40865826060536975,-1.3110190758182179,-0.7407679694412433,1.0972851845737506,-0.17005804365427613,0.531236728629429,0.27264158851484566,-1.3098301693455725,-1.6679263778176707,0.05355441526955881,-0.279987599786622,-0.9827392584549354,-1.2932690267772426,0.31637835910015905,-0.3768854761862079,0.6452707977116982,-0.060252826379117684,-1.3165265672829185,-1.7472700689361065,-0.012452098258745466,-0.5460226917244476,0.3414168962359453,2.0362891686417717,0.9421291768498723,1.8310816731350974,-0.4168873939900085,0.15056971096368255,1.159986777378627,1.8656320574729122,0.011362611661908727,0.5832128643269319,-0.3748892347142486,0.42999563158499077,1.822563849613822,1.2056430135031686,-0.32192155608971584,0.7688341242047252,0.8411450484033806,0.5066506153716114,-0.26398838097583793,-0.11119540616289202
Kalimantan Timur,0.15212535269780664,0.2468841211913833,0.8485800533120326,1.4638141608947213,0.02446889041440064,0.1905169739168337,1.3420310257085066,0.8598614276629531,0.5605770793642905,0.8743501244742518,0.31481368722721625,-0.9298438852377573,0.24724275745169527,1.6715224735461636,-0.19512318644591498,0.192586034607988,1.3346256839033823,0.9160560155880807,-0.4216492272533209,0.12447173134075785,-0.028376796475482788,-0.9535971546703074,-0.2142943305650582,1.461917088615616,-0.22098391052395516,-0.1612849796401754,0.6390104768923112,0.30480491082122074,-0.7532444738057067,-0.3452209370164365,-0.07019173569776525,0.025379604097963433,0.7040924309831392,0.83390300742637,-0.8467598051698706,0.10137456215632915,0.8712638606079587,0.5661953890615798,-0.34405988112261177,0.6924949662123863,0.3279391597784983,-0.6597910409208262,0.5724467630771467,1.7822456727319984,1.4299746067127637,0.8752624547105787,1.8362366157560222,0.8593759485493722,0.4477335976902955,0.6937030661352548
Kalimantan Utara,0.5494104995486443,2.110731405279755,1.8573734506802884,1.8854428822390223,0.9056053908548185,0.9023507589103698,1.6763794981512328,1.198317599431685,0.7441458710268278,1.2796949632973362,-1.8106395989525517,-0.7670254169465427,0.0549295144828885,2.314737003385592,1.8884723405004382,-0.014270986321153064,-0.4456371667018661,-0.7906224303657103,-3.70571629274494,1.082686074214473,-1.6114178779992165,-1.417910760959179,-0.6365874328420619,1.969339697116891,1.751048919604156,-0.7880389042560475,-0.8336376578436674,-1.0496838707790437,-4.153068848623617,0.4215626404629326,0.8746832518939053,2.2724187008419916,1.9213697736674897,1.2153167311322772,-0.4052692207148771,1.2466991203275255,1.3813410135694728,1.2013133112626242,0.2586130414250534,0.6651744407410227,0.05762054651205718,0.9160404875225852,1.822563849613822,1.535223851676011,0.6022438508932435,0.6858395545441972,1.1993780126503315,0.4164185533959051,-0.6692745077162751,0.8205836134925982
Kepulauan Bangka Belitung,-0.2849425589482615,0.7928929063821208,-0.07866756678737624,0.7631599515627844,0.293821597319914,0.5092069881783851,-0.1913306894099688,0.07063374797754653,-0.4833803195829488,-0.008951040612082904,-0.023909313300751092,1.5070250181902043,0.5975184445183366,1.167670612730546,-0.8751012394021297,1.5748377038294445,1.7760668416435639,0.9968558254007993,-0.6046775435613582,-1.3213011382986108,0.11852085415248509,0.4965787637491678,0.42411331609554753,1.1327668987553907,-1.073562816604908,0.45520408501500487,1.5727799464782766,0.6981946895289822,-0.37019708386627326,-1.520324934384821,-0.21212574670938958,0.3126523990327932,-0.13193906669514288,0.20865016184877597,1.3258385972797029,0.2981551573857427,-0.4568615565371158,-0.02512129712559951,-0.4213256404235945,0.5613564439498411,-0.3037527575388694,2.4577253668941474,0.2436641117888977,1.1872965652549785,-0.09690737004169096,0.9445873305446668,0.23413919231826924,0.24415734416955684,-0.8175499199383862,-0.38874660350708057
Kepulauan Riau,-0.7382864776083128,1.7638415200659758,0.627260009864521,1.284986448677451,0.3053633646093702,-0.11814301589796243,0.8815761741553382,0.5932196442772069,-1.182043014065937,0.3126169569968787,-3.014190208678989,0.3247242487265722,-1.7278466296528663,1.0827874431225732,-0.9363912375830499,-4.190137404198573,-2.3093166321215985,-2.3163246349435522,-1.0882740644251585,-0.30300237995399637,-1.6307119059566901,-0.6957742474097962,-1.5770960077955412,0.9193615399842171,-1.145501124704813,-2.937469808010347,-2.166174359243996,-2.0251279386824117,-0.4891579264853539,-0.5231974706623457,-0.4818003676314758,1.232142973729502,0.9634170159111248,0.7798219570501593,0.6984572404226067,0.6917163478445699,1.0926180967988044,0.9823071311932986,-2.4302353822491454,0.15974471952079633,-1.2086087472096934,1.26913136941447,-0.2764440371416656,1.5385000031489022,-0.01654516073882493,-2.1223061200873143,-0.7012468809932139,-0.3874670896603869,-1.558926981048942,-0.07352774366618071
Lampung,-0.8921688142832034,-0.4903812138173428,-0.6371356753088444,-0.1896089273915697,-0.49147440512196977,-0.6734258193207638,-0.8891096175091023,-0.9355268525692273,-0.781051078250218,-0.4982576888594003,0.601060701328319,1.4140451964494887,-0.916800786489728,-0.6200467752963741,0.5544929329075577,1.0213530578954162,0.2519105998374381,-0.1796055267391231,-0.05001759804322426,-0.316089792857169,1.1778504664786802,1.3938759684663429,-0.6125921222605588,-0.63242789335938,0.8545587226729029,1.2940272054052862,0.4752689529890238,0.18132038360970978,0.3998594786523735,-0.09064972591417009,-1.0069562083744859,-0.5654883036657204,-0.366105296368921,0.14033725611040454,-0.7886689387942136,-0.7349429675686786,-1.4000230846546324,-1.215054875502269,-0.31315357740221866,-0.7254403057513839,-0.548462239022174,0.26798067960579264,-0.5123502332637425,-0.427190880585745,-0.5790806258588872,-0.32181216180480143,-0.5022285675226855,-0.8304244848138539,-0.7977798649754381,-0.6960354291381465
Maluku,1.3117910959364474,1.010816707416392,1.9246359541663802,-1.6619998546409347,2.1067498077526565,1.0898133908238543,1.1901362855796707,1.3695823650434231,1.760627375669752,2.0446348178675198,-0.9205061146520103,-1.2021809171241724,-0.9370453666169654,0.7339460972191915,-0.8761183035830625,-0.7126074323995772,-0.9667138558545666,-0.43543109185223666,0.41847304993367623,-0.004135459029675111,-1.505993518778831,-1.3985001790611815,-1.269850571740804,1.3412361651194042,-1.4790256462264477,-1.2950204856191063,-1.1398647919463267,-0.844457798588455,-0.5456977323803771,-0.9821749466409907,1.1930209623056913,0.8382310352203795,1.9155639993780573,-2.7022386548918287,2.4760377515177123,1.4480917607576285,1.0252494162189818,1.3400172253065306,2.4529606055729625,1.9656314531779293,0.9482492407478053,-0.6009425606055121,1.4306252088125762,-0.9664454130236165,1.3897935020613308,0.5657415302119038,0.04507179452126735,1.097260475576234,1.653706950430133,1.4688639101465244
Maluku Utara,2.655740664865266,0.7683855944371386,1.6645694546659913,-0.5839696570258083,1.7207288263323408,2.251396422017168,1.7290505005573258,1.252324305148291,1.6885585338907376,1.30769242419137,1.118091215664369,-0.6103619888701612,-1.6315915690615144,0.28253545886356296,0.5340035651671899,-0.10727464649010258,-0.09467166517417198,0.7168060155579219,0.6308798759155817,-0.7829275470632006,-1.1415561831356769,-0.9263146806293465,-1.667248771989952,0.479077559341432,0.0292991557041632,-1.5162326795771068,-0.5760732228025963,0.013452434136057873,-0.3036041139843029,-1.4562572820787825,2.7076596226725966,1.0428040861588188,1.8362184174224796,-0.700291000614555,1.5814384093325937,2.2751852000812574,1.7855530970484084,0.9750069251909877,1.293974216058222,1.4629337845048394,2.6114200771081717,0.3755062979596999,0.8937992979521018,-0.31055988815082264,1.421938385782477,1.5343369784853598,1.0700161088944882,0.9906225841503994,0.9222149168010512,0.9494466694024
Nusa Tenggara Barat,-0.5093334813309629,-0.8468669649787973,0.9365779111203141,-1.1969229801913068,-0.7188735184219022,-1.1624197486738694,-1.2603833142361105,-1.1185423214577286,0.07257228451932352,0.13797027874290094,0.6338112032168134,-0.018421420671802677,-0.7017829526425627,-1.3096706419991926,0.9794695148677957,-0.11514335170324996,0.7799775903155403,2.0746783005452096,-0.016513537932954386,1.1490730007589476,0.7861520464288192,0.4327174549596297,-0.9081863649587715,-1.3584027485385959,1.473896948017949,0.9940900503458272,1.1185304821428934,2.2416883390420383,-0.07013538115133686,1.2016408840271395,-0.668342210675325,-0.6079263301901839,0.9189060796921422,-0.6433635791659121,-1.1255959637730244,-1.3022245272534725,-1.2364134318179203,-1.5289637336016357,0.19680043398426725,-0.16536953358843035,0.3279391597784983,-1.3042182265959326,0.6523205145200546,-1.3497551353518729,-0.06476248632054456,-1.1527342651119699,-0.5022285675226855,-0.03474175648262609,0.3389982953940807,0.1187755859222928
Nusa Tenggara Timur,0.4626473341594066,0.6315897972786351,1.0951115991719205,-1.935993584805426,0.273747688135467,-0.9350413069712801,-0.08788615597706649,-0.02982884683114136,0.7172607049338132,0.6814328673174334,-1.692085289851297,-1.734359771622307,-1.2695464477427747,-0.8020780785760016,-0.3789206726016885,-0.9402352069221322,1.0990350230217671,0.7844136295737194,-0.8117692077560398,-0.569873761236483,-1.4909094441012416,-1.655603503515678,-1.3359616612066012,-0.6267632272671503,-0.5084442731344502,0.03573372455866174,0.9394480145139491,0.5751789231782667,-1.2282997796028752,-0.9859555689773082,0.7449150132547059,1.0863302672095505,1.251770472286273,-1.898613222108487,-0.010251329360409196,-0.7380176643691382,-0.1681386397664474,-0.010520885120977801,1.4639588865203839,0.6378539152696591,0.3279391597784983,-0.8697566064902803,0.9718155202916863,-1.7461694635716933,-0.15316091655369718,-2.043217177234341,0.5923721565652202,0.21954859999436424,0.24014802057933995,0.5826825871975794
Papua,2.1260160974079843,1.8783215116592942,0.9186567914435417,0.8471491591689371,2.2292211075426103,2.9230518465816715,1.9318211920431072,1.877115606364032,2.561907999430587,2.3122119707417617,2.101379858518824,-0.6211491648295591,-0.8170619264982489,0.7400994847317749,2.6248801455771065,-0.9974482821127941,-0.24640240914834602,-0.16739312526533953,2.0545156019815134,-0.35023207275633716,-0.38591443754109755,-1.277837466748393,-0.9846718855536057,0.6668313102463848,1.9278497708847544,-2.1655510886426605,-0.7368719982484847,-0.801924672579318,0.583729407569455,-1.3974292891626017,1.659375569915314,1.7207243560239662,0.978899080682945,0.7542046173982699,1.8254200481103533,3.4574061198579686,1.7663049025970305,1.8145306154567362,2.004819201627263,2.6623048526977007,1.4988455740852407,1.8830445282594135,0.7154765040330515,0.6192118998556655,2.555045536952888,1.5021155573230371,1.4680527358355449,1.5156091265545084,2.316003791688896,1.5818668976366583
Papua Barat,2.6574022571078504,1.5273375329840366,2.02928141013326,-0.15625019022186085,2.5442967447127907,2.5465026037964855,1.953027590924038,1.881229781043771,2.143440354030475,2.8732725265460033,-1.1370134744692595,-1.2639497113550344,0.39343400142827295,1.4524161700535685,2.468192749461198,-0.7775650892461206,-0.3902214133093868,-0.7605214297475423,1.9973468978046518,3.7442589313508274,-2.1982328680265706,-1.5689641605757263,-0.4709666742291825,1.7097795680765624,1.6468383391289867,-1.94429239455664,-0.8500092711825463,-1.2073858996322322,0.7590498752828804,1.97075084292196,2.2372497576054986,1.6782863294995027,1.1724248903306953,-0.9944160114325431,1.4536385033061483,1.0207089054937457,1.86254587485392,1.821830821459047,1.494865190240777,2.413688070908293,2.1163101959675323,0.44162002275838613,2.5952959565963734,0.3361524125978763,3.3827762927724083,1.4630592892474945,1.7765311217148636,1.2695216848025823,2.355543901614792,3.681343454690199
Riau,-0.5382652501269846,0.3750075240847149,-1.068970570260213,0.8249923529211398,0.4677195057920096,-0.41210090737848504,0.43048469699367176,0.6793683396792944,-0.5802456812792971,-0.8808269792325678,0.2027910455380981,1.151523210390171,1.5073960248194533,-0.22266736326354333,-0.4434077082292617,-0.8903406771130291,-1.64955379669514,-1.9279672777428034,-0.6095290479975668,-0.903181712443463,0.511594832091653,0.5079610034959741,1.8359837714976897,-0.3312133021219665,-0.6372266122962156,-0.4158736100173504,-1.5515026323715138,-1.7522741936840625,-0.31982628379155237,-0.5926728165070809,-0.6379277797442625,-0.024675504110378114,-1.2118130845295905,1.0492784185737354,0.3847665619940587,-0.2522155698965234,0.13983247145559882,0.7706011571262837,-0.5913103108857565,-0.597033836035975,-0.6907351933729324,1.208103315754144,-0.49749000043715497,0.5392738039171232,-0.024581381669111533,-1.3802370266520054,-1.0395780138931119,-0.5433224694366068,-0.06628783134635642,-0.9081638442512049
