Province,Mean_Bawang_Putih_Bonggol,Mean_Cabai_Merah_Keriting,Mean_Daging_Ayam_Ras,Mean_Daging_Sapi_Murni,Mean_Tepung_Terigu_Curah,Mean_bawang_merah,Mean_beras_medium,Mean_beras_premium,Mean_gula,Mean_telur_ayam,CV_Bawang_Putih_Bonggol,CV_Cabai_Merah_Keriting,CV_Daging_Ayam_Ras,CV_Daging_Sapi_Murni,CV_Tepung_Terigu_Curah,CV_bawang_merah,CV_beras_medium,CV_beras_premium,CV_gula,CV_telur_ayam,Trend_Bawang_Putih_Bonggol,Trend_Cabai_Merah_Keriting,Trend_Daging_Ayam_Ras,Trend_Daging_Sapi_Murni,Trend_Tepung_Terigu_Curah,Trend_bawang_merah,Trend_beras_medium,Trend_beras_premium,Trend_gula,Trend_telur_ayam,Autocorr_Bawang_Putih_Bonggol,Autocorr_Cabai_Merah_Keriting,Autocorr_Daging_Ayam_Ras,Autocorr_Daging_Sapi_Murni,Autocorr_Tepung_Terigu_Curah,Autocorr_bawang_merah,Autocorr_beras_medium,Autocorr_beras_premium,Autocorr_gula,Autocorr_telur_ayam,Skewness_Bawang_Putih_Bonggol,Skewness_Cabai_Merah_Keriting,Skewness_Daging_Ayam_Ras,Skewness_Daging_Sapi_Murni,Skewness_Tepung_Terigu_Curah,Skewness_bawang_merah,Skewness_beras_medium,Skewness_beras_premium,Skewness_gula,Skewness_telur_ayam
Jawa Timur,28664.158366533866,40009.755,34221.75298804781,116116.59860557769,9855.493027888446,30765.756972111554,11254.21812749004,12973.416334661355,14468.137450199203,26563.232071713148,0.2176472583043543,0.36212706592946786,0.07197701042780118,0.01809570048230929,0.06891744848042813,0.2735489703804363,0.08924475064109724,0.10574629007437306,0.11079061002901669,0.08700986735034372,0.0006375050181387458,-2.333493542610759e-05,5.561182183785902e-06,3.840850083996883e-05,7.083598874353279e-05,-0.00019471464489339405,0.00029369242736060715,0.0003469523456800987,0.00031844180500467824,9.996193977391139e-05,0.9990887220357839,0.9952617099118967,0.9883165940487431,0.9382095443164767,0.989533959432921,0.9975375444061428,0.9980396558848706,0.9989618620467207,0.9993038793944297,0.9957809883478898,-0.21039399280255527,1.1057876913316669,0.38577189086514907,0.280667267556068,-0.676411873920925,1.08182808024849,0.12550892164284747,0.2685146787934638,0.6548563584460184,-0.7371384587113737
Kalimantan Barat,32928.535856573704,57189.27,42993.964143426296,153793.75,11356.28984063745,37416.92231075697,13287.72908366534,15327.350597609562,15717.719123505976,30575.54780876494,0.19189633586396446,0.11979530440962358,0.05680359799075694,0.0304266109228019,0.0636460974282738,0.20117842744512532,0.07809374411715894,0.0846037027588045,0.09859841804568657,0.06778404059678225,0.0005449302106034954,0.00017568939286497198,3.215773885628995e-06,7.896648508153871e-05,0.0001329031839794264,-0.00014604757069226586,0.0002507144400265813,0.00027851137760389244,0.0002989261474853228,0.00010123806958915911,0.9975441373093941,0.9643335139424027,0.9554481244348914,0.9783056549584316,0.9907226573962172,0.9969955203802169,0.9983307234683769,0.9988584297513078,0.9983600973800475,0.9905221753141722,0.016350358217709905,-0.022045931570806185,0.5402697476474682,-1.0370965515182726,-1.5134219571354113,1.443186278973128,0.46302624923990904,0.46579359859206915,0.6533020366256655,-0.27170690053798274
Kalimantan Selatan,31871.63844621514,50307.835,34064.721115537846,148685.4780876494,9974.825697211156,33965.21912350597,12404.830677290836,16253.600597609562,15284.302788844621,29345.3187250996,0.19143163940205415,0.2607888021024821,0.07668273320782616,0.0525768229681299,0.06808613801571435,0.25374540962183295,0.04846487180891752,0.06539740519107937,0.10530638415525881,0.07262752475997075,0.0005548428647108724,-8.839135096222298e-05,2.857431466703536e-05,0.0001553462468963945,3.47060834292311e-05,-0.0001787317385054619,9.884292763508573e-05,0.00010884565048738433,0.0002998238741858066,0.00012964685021318306,0.9967083230563117,0.9816537680961495,0.9197375274445796,0.97836299983758,0.9840220969978665,0.9950953166369868,0.965986274274865,0.9715449309392045,0.9977850411420436,0.9914321670019738,-0.03897695897095067,0.3531029750864449,0.856298823420264,-0.9994057948653869,-0.4804100015261658,1.2027445014323646,0.0797827908938043,0.20457296397004912,0.6135161079770624,-1.0912560019287993
Kalimantan Tengah,35115.77689243028,65056.98,42826.71314741036,155466.37837837837,10701.60358565737,38040.43824701195,12980.258964143426,15963.39641434263,15776.533864541832,30687.330677290836,0.14374741035490177,0.16410458135558417,0.06822477891364316,0.019165706103478522,0.07644167240668012,0.21541418689969397,0.06820956796679124,0.062372808714377094,0.0999100069921353,0.06506918840324054,0.00040894328471281473,-1.4480333030098055e-05,3.991788307166844e-06,4.26046841177319e-05,8.981159547842456e-05,-0.00017255899648143855,0.00022581543516177384,0.00020309032924999718,0.00029105065438597493,0.00016723597219601015,0.9970499982510228,0.9817687818409943,0.9796950151428521,0.9762421025207926,0.9956203517957062,0.9964681262783035,0.9920796292611973,0.9989272859168652,0.9993198656283662,0.9953127746779136,0.009392665418236353,0.8852379583679907,0.8678748501541385,-1.5015497666011488,-1.063443431407995,1.1682726557419818,0.3354871171397983,0.6192702791663578,0.7050433047341307,-0.9242698725721732
Kalimantan Timur,35723.859561752986,51723.95,41877.116533864544,154001.04581673307,10766.802788844621,38441.379482071716,13591.135458167331,15176.065737051793,16103.655378486055,32204.462151394422,0.1729908563705258,0.194030163670599,0.05670463148583076,0.04092512695066651,0.06320358850959276,0.21073970230806602,0.11688602606827421,0.10784310136827908,0.09410267316403667,0.06785844014417934,0.0005074732824194715,2.956584523592746e-05,-7.646854604807805e-06,9.634559164495285e-05,3.313377983281474e-06,-9.234534326697363e-05,0.0003853651359641031,0.00035610719878829186,0.0002700048527292052,0.00011926809115500017,0.9884262744872163,0.961471423989256,0.8343577272653189,0.9706517555374843,0.8658118868348473,0.9878745769777246,0.9958039895504727,0.997140141732227,0.9928990193350751,0.8717901214557917,0.08028947782764223,0.5060803361209939,-0.03029475059223764,-1.2826770268087213,-0.1983676601803903,1.5177213788456738,0.3003580895294615,0.27745849334521394,0.6121285246380713,-0.31396555959982597
Kalimantan Utara,37755.24900398406,69141.92,47348.64541832669,159027.40537848606,11517.689243027888,43248.13247011952,13900.024900398406,15589.033864541832,16233.650398406375,33524.995019920316,0.12448352477238597,0.15312346462957668,0.047537250366126944,0.04692969878295955,0.09334014742794822,0.1817414926411987,0.08022944856071994,0.07783006485483031,0.06745024563750239,0.07850950458092994,0.0003589594975370516,0.00013845354121040478,9.944427998983917e-05,9.168039975025424e-05,0.00014168763867319933,-5.855651718681946e-05,0.0002677516021506449,0.00026168528395445885,0.00019952402471746155,0.00016308351791296426,0.982956135089658,0.9655787278107878,0.9500378698066971,0.977806748768662,0.9893984664636146,0.9908932991643382,0.9881738206812599,0.9946755216919159,0.9905046499316394,0.9890948710838716,0.4001395600897017,0.8227411657480119,0.0032564787027585234,-0.9276861049223255,-1.095691533281613,1.4797115009739534,0.038975974421295315,0.25852403480321545,0.29162306270371213,-0.8425360721510353
Kepulauan Bangka Belitung,33489.05378486056,56826.495,36847.87848605578,145648.34163346613,10996.339641434262,40593.376494023905,12174.53187250996,14213.08764940239,15364.37250996016,29326.84262948207,0.1774920743952279,0.32179275569426835,0.07056355121507608,0.03703013700438468,0.05017449789653916,0.23926298465553347,0.1401290480289834,0.1165599116901957,0.09710551733304927,0.05153557047996744,0.0005244264414219353,-2.3722848009553323e-05,-9.541875511363864e-05,-1.0181698777717048e-06,-5.9044798210124394e-05,-0.00012788553156095633,0.0004554800595432939,0.00037486430298511414,0.0002916862398117547,9.956070341686234e-05,0.9941699796780041,0.9901384588980047,0.9598827167392876,0.9754410602061493,0.96751820191915,0.9933549262015312,0.9976048147302684,0.9982650875157255,0.9974338115687352,0.9821220952323686,-0.017716740640512093,1.2830869773954,0.45570068535440916,-0.7428312786821802,0.03963430176703843,0.9436453532551513,0.26080718892739396,0.3641813302092274,0.6615757848404508,-0.5402075221839517
Kepulauan Riau,31171.025896414343,65900.175,40676.71314741036,151869.18824701195,11006.175298804781,36357.11155378486,13165.74203187251,14850.722111553785,14869.61155378486,30374.447211155377,0.12389231976645136,0.21674473401774833,0.027120150237192265,0.034504810413355215,0.049075138379081805,0.08229313569678536,0.04706046968220515,0.0562159778099583,0.09617294115061914,0.06538624383772794,0.00031170774434889664,-6.2508509131464e-07,1.548189526056129e-05,6.115420954266548e-05,-2.886745990914342e-05,6.60129811106194e-05,0.00010487087144053951,0.00015713987002370034,0.000310674684527778,0.0001567028897221881,0.9638017266958296,0.967603622117259,0.7171093668478933,0.7216055787919142,0.8421045630860677,0.8984777762353704,0.956766507273051,0.9583578747726397,0.9906424816932616,0.9282909836312854,-0.0363103991881111,1.048067408638572,0.21386019621879443,-0.6698512397329521,-0.44929661137646815,0.09682971596147587,0.19332966516774863,0.6512429536693424,0.13292830654390442,-1.174954490375751
Lampung,30384.198207171314,44834.08,33818.839641434264,134290.1045816733,10327.126494023905,32607.49003984064,11529.885458167331,12985.418326693227,15153.575697211156,27732.77888446215,0.2099519096936117,0.40084593485283887,0.04805815434490427,0.016141751761660446,0.07964000551003113,0.27807306268320797,0.11281023652928707,0.10510690622632565,0.10314226348849138,0.07139458052697835,0.0006145491590538166,7.06450566531489e-05,6.662034865695047e-05,-5.059216366579168e-07,0.00022475660793018723,-0.00015211038218530552,0.0003500601152453093,0.00032956000689566097,0.0003053244417541145,0.00011948306966590871,0.9975703330722825,0.9949929744389884,0.9666446040000979,0.9462326633406514,0.9934039106547883,0.9955027061885274,0.9984849914237683,0.9985317057639949,0.9985107216477803,0.9939903722642557,-0.11065339269961766,1.0929521561293796,0.4149214122300691,-0.30085272674595914,-1.2589286948395884,0.9380398834868898,0.30516548031544355,0.4512236498905338,0.712394526998511,-1.291427445321738
Maluku,41653.43625498008,58863.03,47713.46613545817,116737.30079681275,12541.279880478087,44513.99900398406,13450.806772908367,15798.002988047809,16953.47609561753,36017.01693227092,0.1277139237878697,0.15483356491773942,0.033790010565045235,0.03949705247826422,0.0439782245549341,0.1582848254928976,0.07260696331704501,0.08237750569143198,0.09572970558523436,0.05901078299682695,0.0003669409587915756,3.3737067418723686e-05,4.4521347749248894e-05,5.456378343678865e-05,6.66911486717477e-05,-7.473514545577357e-05,0.00023983596323427049,0.0002709111012728419,0.00027960173958109275,0.00013204328739742808,0.9773970996195134,0.9125235875310832,0.8275598053885285,0.6145426466275112,0.8909738327500661,0.9823239946141243,0.9758504189696935,0.9958980096751455,0.9909784444550671,0.8968772615129823,0.1196845222907819,-0.02992147349824935,0.24608848416208337,-0.8309418848059504,-1.0625750064464616,1.0737786188509306,-0.08153455560146218,0.4579064104166563,0.7211425616239634,0.06704818640955912
Maluku Utara,48525.288844621515,56597.47,46302.90836653386,129588.81474103585,12212.320717131473,52357.74402390438,13948.685258964144,15654.930278884462,16902.440239043826,33616.20517928287,0.13888096354009746,0.1964337890211638,0.025163062271727814,0.029294721733652926,0.06702840838906725,0.14804993532417102,0.08664064106052584,0.10138725423257634,0.09762756321186057,0.052425506979737205,0.0003964570559156809,-3.638218930477565e-05,8.926646018908338e-06,7.37750808362227e-05,0.0001625061109061646,1.5145552077389508e-06,0.00028804178721966126,0.00033766301799716244,0.00029344673918006573,0.00011412006036003942,0.9862593365712726,0.9654585941302555,0.623306736528911,0.5668609426288541,0.9730015614595048,0.9837499679932429,0.9925236719818414,0.995511780230255,0.9966532677610387,0.9045966362784504,0.6136996045415679,0.5435603039223815,-0.6670643828343075,-0.29493349406758995,-1.3407824211307788,1.2227328952164132,0.3600173641235,0.31899506646420717,0.7600712981407443,-0.0641965257159524
Nusa Tenggara Barat,32341.703187250994,41502.66,42354.40239043825,122281.61852589641,10133.341633466136,29305.493027888446,11186.882470119523,12762.11155378486,15758.072709163347,29805.483067729085,0.1979495394648254,0.3161664821936934,0.04164122481185396,0.007550947778295678,0.08910471757432681,0.26419578139673094,0.12882204922566085,0.1507609563133788,0.09945780730553545,0.0893452395678769,0.0005855073711022422,0.00020378118966085548,-6.64318291445678e-05,-8.544442847309004e-06,5.5207697670325146e-05,-0.00012031075242799058,0.0004044121420056283,0.000469333906061362,0.0002875399533505309,0.00024503243243675395,0.9933658253084403,0.9911496019155791,0.9247596182640201,0.8894980327292861,0.9891725703573706,0.9905053064646144,0.9972882405482253,0.996772938474482,0.9954932073426397,0.984616423759489,-0.0023689294518015546,0.8103215634779796,-0.06583352799004497,1.5509111094464696,-0.5848049723372509,0.2002707112633971,0.4032167647066974,0.35974111751585025,0.6837668230135805,-0.8849746245753389
Nusa Tenggara Timur,37311.613545816734,55319.09,43214.26294820717,113470.94123505976,10979.233067729083,30840.89641434263,12270.099601593625,14090.50796812749,16214.61155378486,31575.97609561753,0.12817612797244635,0.1321823908546577,0.03235483307788311,0.016208784435977414,0.058810626068931844,0.2198552251125764,0.124364398956025,0.11383410344625308,0.09037854635247666,0.05895826798046794,0.00037753816070889483,-4.4655853760037675e-05,-4.629859568335383e-05,3.697210319439696e-05,9.00510615776037e-05,-0.0001058636067589736,0.00036574217326290154,0.00035409626644629193,0.00026437509149490195,6.547876473047503e-05,0.9902480262040436,0.9567682726718356,0.7452096010730883,0.7669751175364959,0.9709524264274588,0.9939603232783226,0.9970844410122034,0.9975238854980054,0.9969849207411172,0.967504160754007,0.22638547487012164,0.43997663678996407,0.3203523344496215,-0.5070849431430896,-0.8389888533895533,-0.1250766775151365,0.33937427802652537,0.23858865845536936,0.8555195411107108,-0.5893310323906139
Papua,45816.71314741036,66970.01,42257.201195219124,146649.6015936255,12645.647410358566,56893.187250996016,14136.01593625498,16417.270916334663,17520.906374501992,36888.73007968128,0.16203523613021406,0.16546412407258324,0.039980833217364044,0.0315165007107881,0.09604201384215344,0.11800772796475212,0.08263810125741883,0.08331996330443274,0.10458368498986936,0.05324266160020356,0.000451406979591187,0.00023031071419105721,2.126971951063848e-05,7.110412274150617e-05,0.00019043485156819512,-3.300186813531073e-05,0.00023241527250090195,0.00025500668641679504,0.0003156009434197223,9.553416151427812e-05,0.9934890150337267,0.9543379568272908,0.8576370341400118,0.959834561541152,0.9831080252560629,0.9860809793144127,0.9806669775791298,0.9878614034942785,0.9935423223521993,0.9147531856554814,-0.18437273771942048,1.3585651829347698,0.13669120757094774,-0.2633515543444259,0.2597322078389448,1.040854628941829,0.4254758596428573,0.32558410555701023,0.4130920469230468,0.6855077306049552
Papua Barat,48533.78486055777,63690.005,48281.045816733065,134687.78386454182,12914.148406374503,54350.488047808765,14155.607569721116,16422.290836653385,17224.566733067728,38716.55378486056,0.10650241888685981,0.13981544204840532,0.05113264088364192,0.04385820095548741,0.09174760380979663,0.12824476956868947,0.07982193280789017,0.07433567138733795,0.10595808423656584,0.10002861877908045,0.0003053798046506913,8.600839356891987e-05,0.00010126936057235304,-4.264590748198824e-05,0.00024146432508292685,-4.740492411786533e-05,0.00024659809604116504,0.00023868362059734763,0.00033115215848166006,0.0002634446105692825,0.9284091249937075,0.8522846385208256,0.7189465149115464,0.7692712929756399,0.9376713495903223,0.9360763537944545,0.9676675319392221,0.9723228744480665,0.9697340436664559,0.8584112052166302,0.3482487521556835,0.8151882705421933,0.08778394995251404,-0.04008999046104064,-0.20230803622654403,1.1075072926973424,0.6205437719288719,0.41123714079914053,0.49071752129716895,1.1455611531549577
Riau,32193.769920318726,52921.285,31476.63844621514,146385.4638124363,11144.53187250996,34372.12151394422,12748.999003984063,14955.836653386454,15295.776892430278,26486.44422310757,0.1895365942835826,0.32279554744843825,0.10121324567262639,0.01970616655067016,0.05684257741756122,0.19896057465920036,0.062360636277562914,0.06226192630559046,0.09750039187668412,0.06442119136778544,0.000549835272137761,8.828822655136323e-05,-2.015330884788434e-05,1.4346498014710487e-05,5.812452384919453e-05,-6.0803978155524406e-05,9.960713878478343e-05,0.00014404621599950048,0.0002984588256219009,0.00014424100652507782,0.9970874816958648,0.9912552339139462,0.9587890492633371,0.904268959174865,0.9457519505935004,0.9906132196771159,0.9808983435685654,0.9900200576358233,0.9968929601881529,0.9789327399360944,-0.07483675209071126,0.9577070019813408,0.6266131091294544,-0.6419873066222218,-0.7790213598446692,0.6423582472335013,-0.4206313945533598,0.1396622227654518,0.7112398133165078,-0.6741043448129891
Sulawesi Barat,34095.11952191235,37864.04,30900.179282868525,127003.43625498009,9715.527888446215,34550.099601593625,11490.049800796813,12854.33266932271,16019.352589641434,27009.038844621515,0.17881311512234802,0.27932183120200504,0.054575724198071156,0.01361251342513256,0.055104525394167346,0.24222583941762138,0.12917077875402663,0.10913272939865568,0.09434192408497512,0.09866186290525084,0.0005472621961924033,7.776136321471417e-05,1.6587649477954618e-05,-2.0222704468087564e-05,3.1077040425647924e-05,-0.0001492651258773199,0.0004185379049156736,0.000352580537749099,0.0002935785385800063,0.00021624787010239994,0.9947176234004844,0.9867306780036301,0.9430246199812133,0.9038703886048284,0.9763247154083475,0.9935761822769712,0.9912827620903175,0.9965538535152985,0.9959524485226157,0.982792191866162,0.0488129469121473,0.9490241995792831,0.8078499592711748,0.1769363264691704,-0.20477427385578306,1.4871468162792059,0.20576528404420047,0.3350033513666434,0.6268538072746116,-0.983957458057649
